code,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports,discipline,event
3372302,SALAZAR Jorge,SALAZAR J,Jorge SALAZAR,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Men'],1989-12-07,"BAKERSFIELD, CA",United States,"SAN DIEGO, CA",United States,,,Veteran,,Two sons,English,Robb Taylor [national],"He played standing basketball growing up. After he was injured while serving in the United States Marine Corps in 2012 in Afghanistan, a physical therapist suggested he try wheelchair basketball. (National Wheelchair Basketball Association YouTube channel, 28 Sep 2023; sandiegouniontribune.com, 09 Feb 2020)",,,"""My biggest thing is finish the mission, accomplish it, and move on. Next one."" (National Wheelchair Basketball Association Facebook page, 07 Jan 2019)",,,,,
3372304,SCHNEIDER Natalie,SCHNEIDER N,Natalie SCHNEIDER,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Women'],1983-02-11,"CRETE, NE",United States,,United States,,,Athlete,"Computer Science, Mathematics - Doane College, Crete, NE, USA","Husband Daniel, daughters Rowan, Hannah, and Tori",English,"Christina Schwab [national], USA","Her father was a basketball coach and she would regularly attend his games despite the fact she did not enjoy watching the sport. After acquiring her impairment, she started playing sitting volleyball, and some of her teammates in that sport introduced her to wheelchair basketball. ""I found out about sitting volleyball in Ohama, Nebraska, and started playing that. Some of my teammates asked if I liked basketball and I found out that I qualified to play."" (teamusa.com, 23 Nov 2023; National Wheelchair Basketball Association YouTube channel, 22 Aug 2016; lmef.org, 29 Jan 2010)","US basketball player Michael Jordan. (nwba.com, 14 Jul 2008)","Her father. (nwba.org, 16 Mar 2016)","""Always do the best you can."" (Athlete, 02 May 2016)","Her father Dennis has coached high school and college basketball in the United States of America. (lmef.org, 29 Jan 2010)",,,,
3372305,SCHULTE Paul,SCHULTE P,Paul SCHULTE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Men'],1979-03-05,"ANN ARBOR, MI",United States,"ANN ARBOR, MI",United States,,,,"Mechanical Engineering - University of Texas at Arlington, United States","Wife Meghan, son Brady",English,Robb Taylor [national],"He was inspired to get involved in the sport after he watched a men's wheelchair basketball team practising in Ann Arbor, MI, United States of America. ""I was blown away. The guys could do handstands with their wheelchairs attached to them, they hit three-pointers, they were just as fast as able-bodied players, and my stereotype was absolutely smashed."" (paulschulte.com, 02 Apr 2011)","US basketball player Michael Jordan. (paulschulte.com, 02 Apr 2011)",,"""I've missed more than 9000 shots in my career. I've lost almost 300 games. 26 times, I've been trusted to take the game-winning shot and missed. I've failed over and over and over again in my life. And that is why I succeed."" [Michael Jordan] (paulschulte.com, 02 Apr 2011)",,,"He competed in his first handcycling marathon in 2011. (mobilitymgmt.com, 01 Apr 2011)",,
3372307,SERIO Steve,SERIO S,Steve SERIO,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Men'],1987-09-08,"NEW YORK, NY",United States,"BROOKLYN, NY",United States,"Dillon [""My first national team coach was also named Steve. My teammates started to call me Dillon because it's my middle name""]. (Athlete, 03 May 2016)","Reading, exercise, travel. (pressroom.toyota.com, 05 Sep 2021)","Athlete, Motivational Speaker","Kinesiology - University of Illinois at Urbana-Champaign, United States",,"English, German",Robb Taylor [national],"""I was looking for an adaptive sport when my friends started to play sports in high school. I couldn't compete with them and I needed an athletic outlet. I remember sitting in a basketball wheelchair for the first time, and I know it might sound a little dramatic, but it was the first time in my life I ever felt free from my disability. I'm just so grateful that I found it."" (Athlete, 03 May 2016; pressroom.toyota.com, 20 Apr 2021)","US basketball players Michael Jordan and Earvin 'Magic' Johnson, US swimmer Michael Phelps, US Para swimmer Jessica Long. (forbes.com, 20 Mar 2020)","His coach at the University of Illinois, Mike Frogley. (rollt-magazin.de, 10 Jan 2020)","""Do it with passion."" (Athlete, 03 May 2016)",,,,,
3372310,WILLIAMS Jake,WILLIAMS J,Jake WILLIAMS,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Men'],1991-08-02,"MILWAUKEE, WI",United States,"MILWAUKEE, WI",United States,"Jake (Instagram profile, 25 Nov 2023)","Exercising. (thbulls.com, Feb 2020)","Athlete, Coach","Health Studies - University of Wisconsin-Whitewater, United States",,"English, French",Robb Taylor [national],"He was encouraged to give the sport a try after a friend visited him in hospital and gave him contact information for a local coach who helped him start playing four months after his accident. ""I was really good at it from the beginning. I always wanted to play sports as I was very active as a child. After the accident it took me 18 months to come to terms with what happened, and wheelchair basketball helped me a lot."" (National Wheelchair Basketball Association YouTube channel, 19 Aug 2016; teamusa.org, 26 Aug 2018)",,,"""People say not to bite off more than you can chew. I would rather choke on greatness than nibble on mediocrity."" (teamusa.org, 05 Sep 2021)",,,,,
3372312,ZURBRUGG Lindsey,ZURBRUGG L,Lindsey ZURBRUGG,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0.0,0.0,['Wheelchair Basketball'],['Women'],1998-09-22,"HILLSBORO, OR",United States,,,,,"Athlete, Student","Health Studies, Physical Education - University of Wisconsin, Whitewater, WI, USA",,English,"Christina Schwab [national], USA","She was introduced to wheelchair basketball by a nurse who coached a junior team. ""I played non-Para basketball for six years. People think wheelchair basketball would be easier, but no, it's harder. I had to re-learn how to dribble and move."" (Detours YouTube channel, 04 May 2023; teamusa.org, 08 Feb 2020)",,,"""My goal every day is to make another person happy or smile."" (uww.edu, 16 Nov 2018)",,,,,
3372316,ENOCK Elie,ENOCK E,Elie ENOCK,Female,Athlete,VAN,Vanuatu,Vanuatu,Vanuatu,Vanuatu,VAN,0.0,0.0,['Para Athletics'],"[""Women's Shot Put - F57""]",1989-07-11,,Vanuatu,"STAWELL, VIC",Australia,,"Swimming, singing, watching films, socialising with friends. (Athlete, 06 Nov 2019)","Athlete, Machinery Operator",,One son,English,,"She was introduced to Para athletics at a talent identification session run by the Agitos Foundation and the Oceania Paralympic Committee. Several years later, coaches encouraged her to try powerlifting. ""I went to do gym trainings with the Vanuatu CrossFit Team here for my shot put throws and that's when two of my female coaches at CrossFit come up with the idea for me to start powerlifting, so they asked me if I was interested. I told them that okay, I'll try, and that's when I started doing powerlifting."" (paralympic.org, 13 Jul 2022; tokyo2020.org, 23 Jul 2020)","Brazilian footballers Neymar and Ronaldinho, and the New Zealand rugby union team. (Athlete, 06 Nov 2019)",,"""If I can do it then you can do it. You just have to think positive at all times that you can do it, and you will achieve anything you set your mind to."" (samoa2019.ws, 16 Jul 2019)",,,"She represented Vanuatu in both Para powerlifting and Para athletics at the 2022 Commonwealth Games in Birmingham, England. She competed in the women's heavyweight powerlifting event, and in the women's F55/56/57 shot put. (SportsDeskOnline, 23 Aug 2022; paralympic.org, 13 Jul 2022)",,
3372318,KAHU Ken,KAHU K,Ken KAHU,Male,Athlete,VAN,Vanuatu,Vanuatu,Vanuatu,Vanuatu,VAN,0.0,0.0,['Para Athletics'],"[""Men's Javelin Throw - F64""]",1999-07-27,LENAKEL,Vanuatu,,,,"Watching films. (Athlete, 06 Nov 2019)","Athlete, Coach, Labourer",,,"English, French",,"He was scouted by coach Deni Kalanga in Port Vila, Vanuatu. ""I was walking to the shop in Club Hippoque village and the coach of Para athletics also lived there, he saw me and shouted out, 'Hey boy, come'. So I went and had a chat, and he told me God sent me to him on that day so he could try me out for Para athletics as he recognised that I was young and fit, but that I had a physical impairment which was appropriate for Para. I started training throwing the medicine balls, building up fitness, doing running and using bands, then Deni gave me a javelin, even though I had never tried that before, and he identified I had potential in the 100m sprint and javelin. I came to realise the skills I have and began to love the sport with a passion."" (thegoodnewsmovement.com, 06 Mar 2020; Athlete, 06 Nov 2019)","Brazilian footballer Neymar. (Athlete, 06 Nov 2019)",,,,,,,
3372350,LIU Jing,LIU J,LIU Jing,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Archery'],"[""Women's Individual W1""]",1982-08-17,,China,QINGDAO,China,,,Athlete,,"Husband Tan Yuzhou, one child",Mandarin,,"She was encouraged to pursue Para sports by her friend Zhang Guiyue, who had been training at Qingdao Para Sports Centre in the People's Republic of China. (sohu.com, 16 Jun 2019)",,,,,,,,
3372382,ZHU Shiwen,ZHU S,ZHU Shiwen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Judo'],"[""Men's -60 kg J1""]",2001-02-27,,,,China,,,Athlete,,,Mandarin,"Li Yuehua [club, national]; Wang Cuncai [national]",,,,,,,,,
3372383,NTISLIS Grigorios,NTISLIS G,Grigorios NTISLIS,Male,Athlete,GRE,Greece,Greece,Greece,Greece,GRE,0.0,0.0,['Para Athletics'],"[""Men's Discus Throw - F52""]",1979-05-23,,,,,,,Athlete,,,,,,,,,,,,,
3372428,KYEREMAA Patricia,KYEREMAA P,Patricia KYEREMAA,Female,Athlete,GHA,Ghana,Ghana,Ghana,Ghana,GHA,0.0,0.0,['Para Taekwondo'],['Women K44 +65kg'],1993-08-24,,,,Ghana,,,Athlete,,,English,George Ablometi,,,,,,,,,
3372458,VOLTER Michael,VOLTER M,Michael VOLTER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0.0,0.0,['Wheelchair Rugby'],['Open Team Tournament'],1991-06-19,BAD NAUHEIM,Germany,BAD NAUHEIM,Germany,"Micha (Athlete, 09 Aug 2024)","Driving his classic Mini pickup, which he calls 'Freddy'. (Athlete, 09 Aug 2024)",Social Worker,"Science - Frankfurt University of Applied Sciences, Germany",,"English, German","Christoph Werner [national], GER","He initially took up wheelchair basketball in 2014, before later switching to wheelchair rugby because he felt that he could achieve more in the sport. ""My shooting percentage was a disaster [in wheelchair basketball]. Disabled people are often treated like cotton wool. Wheelchair rugby is the complete opposite."" (Athlete, 09 Aug 2024; drs.org, 02 May 2023; giessener-allgemeine.de, 21 Jan 2023)",,"Coach Christoph Werner. (Athlete, 09 Aug 2024)","""He who fights may lose, but he who does not fight has already lost."" (Athlete, 09 Aug 2024)",,,,,
3372465,RAM PAL,RAM PAL,RAM PAL,Male,Athlete,IND,India,India,India,India,IND,0.0,0.0,['Para Athletics'],"[""Men's High Jump - T47""]",1989-07-10,SONIPAT,India,,India,,,"Athlete, Public Servant","Maharshi Dayanand University, Rohtak, IND",,"English, Hindi",,"He was introduced to Para sport by Indian Paralympian Amit Kumar Saroha. (indusind.com, 01 Sep 2018, 07 Apr 2016)","Indian Para athlete Amit Kumar Saroha. (hindustantimes.com, 25 Oct 2018)",,"""The secret of my success is hard work. As long as you work hard things fall into place."" (hindustantimes.com, 25 Oct 2018)",,,,,
3372469,PERIC-RANKOVIC Borislava,PERIC-RANKOVIC B,Borislava PERIC-RANKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0.0,0.0,['Para Table Tennis'],"[""Women's Doubles - WD10"", ""Women's Singles - WS4""]",1972-06-16,BECEJ,Serbia,NOVI SAD,Serbia,"Beba (Athlete, 15 Oct 2015)",,Athlete,Sport Studies,Daughter Dragana [2010],"English, Serbian","Zlatko Kesler [national], SRB; Lazar Kurtes [national]","She was inspired to try table tennis by one of her colleagues. (Athlete, 15 Oct 2015)",,"Her family. (Athlete, 15 Oct 2015)","""The most important thing is to always have a goal. It doesn't have to be too big. Step by step. For each step we need a small goal, and this way we can reach the top. When you climb to the top, you prove to society that it's possible, regardless of the situation. The inner satisfaction and self-confidence you gain by overcoming adversity is something that cannot be described in words."" (europa.rs, 22 Mar 2021)",,,,,
3372471,MATIC Nada,MATIC N,Nada MATIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0.0,0.0,['Para Table Tennis'],"[""Women's Doubles - WD10"", ""Women's Singles - WS4""]",1984-06-10,OSECINA,Serbia,,,,,,,Son Luka,Serbian,"Zlatko Kesler [club, national], SRB; Lazar Kurtes [club, national]","""I began playing table tennis by chance. My husband played the sport, and asked me if I would like to go to Belgrade [in Serbia] because there was a tournament. I said that I couldn't play, but he said, 'You can learn'. We met coach Zlatko Kesler at the tournament and he saw that I had potential."" (b92.net, 12 Sep 2016)","Serbian tennis player Novak Djokovic. (Athlete, 15 Oct 2015)","Her family. (Athlete, 15 Oct 2015)","""I did not give up, I continued to fight and all my medals are a result of that. At first, it was not easy for me and my family. But the will to live was a decisive factor, I am a great fighter and I never give up easily. Many people tell me that I have been successful in life, that I have achieved my goals."" (blic.rs, 25 Sep 2016)",,,,,
3372477,PALIKUCA Mitar,PALIKUCA M,Mitar PALIKUCA,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0.0,0.0,['Para Table Tennis'],"[""Men's Singles - MS5""]",1974-10-21,NOVI SAD,Serbia,,,,,,,"Son Maksim, twin daughters Marta and Minja [2016]","English, Russian, Serbian","Zlatko Kesler [club, national], SRB; Lazar Kurtes [club, national]","""After four years of recovery, I was in a wheelchair, but I didn't want to stay at home staring at the computer or TV. During a visit to the doctor, I saw the name 'Association of Paraplegics of the Macva District'. I thought I could socialise there and even get involved in sport."" He initially tried shooting Para sport as he had served in the armed forces, but did not enjoy it. He then took up Para table tennis. (telegraf.rs, 06 Nov 2019; Athlete, 14 May 2016)","Argentinian footballer Diego Maradona. (Athlete, 14 May 2016)","Coach Zlatko Kesler. (Athlete, 14 May 2016)","""You don't know what tomorrow will bring or how long you will live. So live every day."" (telegraf.rs, 06 Nov 2019)",,,"Before his accident he played football at club level in Sabac, Serbia. (spinns.org, 2014)",,
3372524,AHMED Salwa,AHMED S,Salwa AHMED,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0.0,0.0,['Para Canoe'],"[""Women's Kayak Single 200m - KL2""]",2004-04-03,,,CAIRO,Egypt,,"Canoeing. (Athlete, 30 Aug 2024)",Student,"Ain Shams University, Egypt",,Arabic,Mohamed Gouda [national],,"Egyptian Para canoeist Ahmed Naguib. (Athlete, 30 Aug 2024)","Her mother. (Athlete, 30 Aug 2024)","""Sports brings success."" (Athlete, 30 Aug 2024)",,,,,
3372551,ABBARIKI Salman,ABBARIKI S,Salman ABBARIKI,Male,Athlete,RPT,RPT,Refugee Paralympic Team,IR Iran,Islamic Republic of Iran,IRI,0.0,0.0,['Para Athletics'],"[""Men's Shot Put - F34""]",1986-09-21,TEHRAN,IR Iran,BREMEN,Germany,,,,,,"Farsi, German",Jens Ellrott; Steven Hollwedel,,,,,,,,,
3372552,ABDUL SAMAD Abdul Razzag,ABDUL SAMAD AR,Abdul Razzag ABDUL SAMAD,Male,Athlete,MDV,Maldives,Maldives,Maldives,Maldives,MDV,0.0,0.0,['Para Athletics'],"[""Men's 100m - T12""]",1985-04-20,,,MALE,Maldives,"Abdul (Athlete, 30 Aug 2024)","Sports. (Athlete, 30 Aug 2024)",Administrator,"Maldives National University, Maldives",,Dhivehi,Abdulla Masood [national],"He was interested in athletics. (Athlete, 30 Aug 2024)","Maldives table tennis player Fathimath Dheema Ali. (Athlete, 30 Aug 2024)",,"""Self improvement."" (Athlete, 30 Aug 2024)",,,,,
3372559,IBRAHIM Fathimath,IBRAHIM F,Fathimath IBRAHIM,Female,Athlete,MDV,Maldives,Maldives,Maldives,Maldives,MDV,0.0,0.0,['Para Athletics'],"[""Women's 100m - T11""]",1991-08-06,MALE,Maldives,MALE,Maldives,"Fathun (Athlete, 28 Aug 2024)","Volunteering. (Athlete, 24 Aug 2021, 28 Aug 2024)","Athlete, Customer Service","Embry-Riddle Aeronautical University, Daytona Beach, FL, USA",,"Dhivehi, English",Abdulla Masood [national],"She began running after taking part in a charity run in Male, Maldives, the profits of which went towards organisations for vision impairments in the country. She continued to take part in charity events and noticed she could beat non-Para runners, and she then found a coach to train with. (coralglass.market, 01 Jun 2021)","Her mother. (Athlete, 28 Aug 2024)","Her mother. (Athlete, 28 Aug 2024)","""Never give up. We can do and we will do."" (Athlete, 28 Aug 2024)",,"Before a competition she packs her equipment in a specific order. (Athlete, 28 Aug 2024)",,,
3372588,ABDULSALAM Alaa,ABDULSALAM A,Alaa ABDULSALAM,Male,Athlete,SYR,Syria,Syrian Arab Republic,Syria,Syrian Arab Republic,SYR,0.0,0.0,['Para Athletics'],"[""Men's Shot Put - F53""]",1993-12-28,DAMASCUS,Syria,,,,"Table tennis. (Athlete, 09 Nov 2019)",,,,"Arabic, English",,"""Through it [Para athletics] I understood endurance and power."" (Athlete, 09 Nov 2019)",,"His mother. (Athlete, 09 Nov 2019)",,,,,,
3372590,MILENKOVIC Petar,MILENKOVIC P,Petar MILENKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0.0,0.0,['Para Powerlifting'],"[""Men's up to 97kg""]",1984-10-25,BELGRADE,Serbia,,,,"Smoking cigars. (menshealth.rs, 01 Jan 2018)",,"Banking, Economics - Belgrade Business College, Serbia","Wife Jelena, son Lazar","English, Serbian",Josh Bryant [personal],"He had practised the sport prior to his accident. ""Between the ages of seven and 16 I did karate. At age 17 I began weightlifting as I went to the gym with my older sister and got interested in it. After my accident I decided to return to the sport as I simply love it."" (Klub Sampiona YouTube channel, 16 Feb 2019; vice.com, 21 Jun 2016)","Kazakhstani weightlifter Ilia Ilyin. (Athlete, 07 Dec 2017)","His parents. (mondo.rs, 31 Jul 2019)","""We have one life, one chance, so there is no time for waiting."" (RTS Tako stoje stvari - Zvanicni kanal YouTube channel, 16 Jun 2017)",,,"He has represented Serbia in Para athletics and placed sixth in the F55 shot put at the 2012 European Championships in Stadskanaal, Netherlands. He was also a national youth champion in karate in the former Yugoslavia and competed in body building at international level. (Klub Sampiona YouTube channel, 16 Feb 2019; menshealth.rs, 01 Jan 2018; RTS Tako stoje stvari - Zvanicni kanal YouTube channel, 16 Jun 2017; SportsDeskOnline, 10 Apr 2024)",,
3372595,GASPAR Tamas,GASPAR T,Tamas GASPAR,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Archery'],"[""Men's Individual W1""]",1978-11-22,,Hungary,SLOUGH,Great Britain,"Tom, Tomi (Facebook profile, 13 Aug 2021; Athlete, 27 Aug 2024)","Solving puzzles. (Athlete, 27 Aug 2024)",Athlete,,,"English, German, Hungarian","Nat Merry, GBR; Diana Soos-Horvath, HUN","He was encouraged to visit the SportsAble charity in Maidenhead, England. He initially tried wheelchair basketball, but stopped after he injured his finger. After trying Para swimming and Para shooting to help combat the isolation he felt during his stay in hospital, he began Para archery. (sportsable.co.uk, 01 Jan 2021)","British Para archer Kathy Critchlow-Smith. (Athlete, 27 Aug 2024)","His family. (sportime.hu, 07 Dec 2023)",,,,"He competed in non-Para archery at the 2023 Indoor World Series event in Las Vegas, NV, United States of America. (SportsDeskOnline, 31 May 2024)",,
3372597,BIACSI Bernadett,BIACSI B,Bernadett BIACSI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Athletics'],"[""Women's 1500m - T20""]",1985-12-29,SZEGED,Hungary,SZEGED,Hungary,"Beri (nlcafe.hu, 15 Sep 2018)",,Athlete,,,"English, Hungarian",,"She had success in the sport while she was at school. (Athlete, 09 Nov 2019)",,"Her twin sister Ilona. (Athlete, 09 Nov 2019)",,"Her twin sister Ilona Biacsi has represented Hungary in Para athletics. She competed at the 2012, 2016, and 2020 Paralympic Games, winning bronze in the T20 1500m at the 2012 Games in London and silver in the same event at the 2016 Games in Rio de Janeiro. (SportsDeskOnline, 06 Jun 2024; szeged365.hu, 22 May 2024)",,,,
3372598,BIACSI Ilona,BIACSI I,Ilona BIACSI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Athletics'],"[""Women's 1500m - T20""]",1985-12-29,SZEGED,Hungary,SZEGED,Hungary,"Ica (Facebook profile, 05 Jun 2021)",,Athlete,,,"English, Hungarian","Antal Andor [club], HUN","She had success in the sport at school. (Athlete, 24 Oct 2015)",,"Her twin sister Bernadett. (Athlete, 09 Nov 2019)",,"Her twin sister Bernadett Biacsi has represented Hungary in Para athletics. She competed in the T20 1500m at the Paralympic Games in 2012, 2016 and 2020. (SportsDeskOnline, 09 Apr 2024; szegedma.hu, 07 Apr 2017)",,,,
3372599,EKLER Luca,EKLER L,Luca EKLER,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Athletics'],"[""Women's 100m - T38"", ""Women's 400m - T38"", ""Women's Long Jump - T38""]",1998-10-28,GYOR,Hungary,BUDAPEST,Hungary,,"Reading, writing, trying new sports, discovering new places, meeting people from different countries. (Athlete, 26 Aug 2021)","Athlete, Teacher","Recreation Management, Sport Management - University of Physical Education, Budapest, HUN",,"English, German, Hungarian","Laszlo Szalma [club], HUN","She played tennis when she was younger but had to quit the sport after she had a stroke at age 10. She then tried a number of sports before discovering Para athletics while watching television during the 2017 World Championships in London, England. ""My tennis career went well, and I loved the sport but I had to quit. I wanted to find another sport that fit me. I tried football, volleyball, and also gymnastics, but I felt like I didn't fit in. I didn't know there were Para sports. I saw the [2017] World Championships on TV and watched the Hungarian Biacsi sisters [Bernadett and Ilona] compete. This is when I first thought that I could compete with them."" (paralympic.org, 12 May 2023, 17 Oct 2020; tokyo2020.org, 22 Oct 2020; halmay.hu, 22 Sep 2020; vaol.hu, 29 Aug 2018)","Hungarian water polo players [and her brothers] Bendegiz Ekler and Zsombor Ekler. (Athlete, 26 Aug 2021)","Her three brothers. (paralympic.org, 12 May 2023)","""When I'm running, it feels like I'm free and when I'm doing long jump, I'm flying. No one can take that away from me."" (tokyo2020.org, 22 Oct 2020)","Her brothers Bendegiz, Zsombor, and Botond have competed in water polo. Bendegiz was part of the Hungarian team that won bronze at the 2018 World Youth Championships in Szombathely, Hungary, while Zsombor claimed gold at the 2023 World Junior Championships in Otopeni, Romania. (SportsDeskOnline, 19 Oct 2023; paralympic.org, 12 May 2023; vaol.hu, 29 Aug 2018; total-waterpolo.com, 10 Aug 2018)","She wears braids in every competition. ""It makes me feel like a tiger."" (Athlete, 26 Aug 2021)",,,
3372600,LUTERAN Petra,LUTERAN P,Petra LUTERAN,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Athletics'],"[""Women's 200m - T47"", ""Women's 400m - T47"", ""Women's Long Jump - T47""]",1997-06-15,,,TATABANYA,Hungary,,,"Accountant, Athlete","University of Nebraska-Lincoln, United States",,,"Laszlo Luteran [father], HUN",,,,,,,"She competed in non-Para athletics at collegiate level for the University of Nebraska-Lincoln in the United States of America. She also represented Hungary in high jump at the 2014 Youth Olympic Games in Nanjing, People's Republic of China. (kemma.hu, 21 Jun 2023; co.milesplit.com, 27 Jan 2018; SportsDeskOnline, 11 Jun 2024)",,
3372601,SZOLLOSI Istvan,SZOLLOSI I,Istvan SZOLLOSI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Athletics'],"[""Men's Shot Put - F20""]",1995-10-03,GOD,Hungary,GOD,Hungary,,,Athlete,"Endre Kiraly Technical and Vocational College, God, HUN",,"German, Hungarian","Zoltan Magyari [personal], HUN","He chose to pursue athletics after having some success in the sport while he was at school. ""My teacher brought me out on the field and that's how I got to know my coach [Gyula Szikora]. I fell in love with the training and my colleagues, and the more I trained, the more I improved with shot put. Meanwhile my coach helped me improve, both in the shot put and in weightlifting."" (vaciremenyseg.hu, 01 Jan 2024; Athlete, 09 Nov 2019)","Coach Gyula Szikora. (Athlete, 09 Nov 2019)","His family, and coach Gyula Szikora. (vaciremenyseg.hu, 01 Jan 2024; Athlete, 09 Nov 2019)",,,,,,
3372605,NAGY Vivien,NAGY V,Vivien NAGY,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Boccia'],"[""Women's Individual - BC2""]",1995-07-06,,,,,,,"Athlete, Sports Administrator","Kodolanyi Janos University, Hungary",,"English, Hungarian",Szasz Zsolt,,,,,,,,,
3372606,SZABO Alexandra,SZABO A,Alexandra SZABO,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Boccia'],"[""Women's Individual - BC4""]",1999-11-14,PECS,Hungary,PECS,Hungary,"Szandi (pteehok.hu, 01 Jan 2021)","Playing computer games, music, watching movies and television series. (PTE PEAC Facebook page, 10 May 2023; pteehok.hu, 01 Jan 2021)","Athlete, Student","Government Relations, Humanities - University of Pecs [PTE BTK], Hungary",,,Zoltan Szappanos [personal],"She tried swimming and paddling before switching to boccia while she was at school. ""At my old school, junior doubles competitions were held. My physical education teacher at the time was the boccia coach. A person was needed to help the girl who had no partner. I think that's how it started, and then I got stuck there. I chose boccia because it's all decided in your head, you have to think constantly. It's stressful. You always get a little nervous but you have to put it aside because it can harm the performance."" (ppteehok.hu, 01 Jan 2021)",,,,,,,,
3372609,WERMESER Zsombor,WERMESER Z,Zsombor WERMESER,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,"['Para Cycling Road', 'Para Cycling Track']","[""Men's C4-5 Road Race"", ""Men's C5 Individual Time Trial"", ""Men's C4-5 1000m Time Trial"", ""Men's C5 4000m Individual Pursuit""]",1998-03-23,,,,,"Zsombi (bringasport.hu, 12 Aug 2023)",,Athlete,,,,,,,,,,,"He has competed in Para track cycling and Para road cycling at the world championships. He has also competed in non-Para road cycling on the Continental Tour for professional teams Pannon Cycling Team and Team Novak. (SportsDeskOnline, 23 Nov 2023; baon.hu, 05 Sep 2023; sportal.blikk.hu, 08 Aug 2023; procyclingstats.com, 20 Jun 2021)",,
3372610,BOLDIZSAR Dalma,BOLDIZSAR D,Dalma BOLDIZSAR,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Canoe'],"[""Women's Kayak Single 200m - KL2"", ""Women's Va'a Single 200m - VL2""]",2003-03-15,,,,,,,,"Biology - University of Szeged, Hungary",,Hungarian,Gaspar Boldizsar [father],"She was influenced by her father. (bomalapitvany.hu, 27 Aug 2023)",,,,,,"She has competed in non-Para paddling at national level in Hungary. (hparalimpia.hu, 28 Apr 2024; bomalapitvany.hu, 27 Aug 2023)",,
3372612,KISS Peter,KISS P,Peter KISS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Canoe'],"[""Men's Kayak Single 200m - KL1""]",2003-05-06,PECS,Hungary,,Hungary,"Petya (Athlete, 29 Aug 2021)","Sports, drawing. (Athlete, 29 Aug 2021)","Athlete, Student","Hungarian University of Sports Science, Budapest, HUN",,Hungarian,Istvan Pruzsina [club],"He was doing swimming as part of his rehabilitation until coach Istvan Pruzsina visited his school. ""Istvan started looking at potential kayak candidates and thought of me. He saw that my physique was good. He asked if I would try kayaking, and I said yes, plus I thought it was cool."" (hparalimpia.hu, 25 Nov 2020)",,"Coach Istvan Pruzsina, and his family. (hparalimpia.hu, 25 Nov 2020)","""The pain you feel today is the strength you will feel tomorrow."" (Athlete, 29 Aug 2021)",,"He listens to music before a race. (Athlete, 29 Aug 2021)",,,
3372614,KISS Tibor,KISS T,Tibor KISS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,0.0,0.0,['Para Canoe'],"[""Men's Kayak Single 200m - KL2""]",1978-05-11,,,,Hungary,,,Business Owner,,,Hungarian,Istvan Pruzsina,"""My classmate showed me."" (Athlete, 29 Aug 2024)","Hungarian canoeist Sandor Totka. (Athlete, 29 Aug 2024)",,,,,,,
